CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T
0,0.7119044145709454,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,True,False,False,True,True,False,False,False,False,False,False
0,-0.33401827128731776,0,-0.1680637640822935,-0.2753707284559127,-0.24175680205282046,0.21714575831257696,-0.22419177964790787,1,False,False,False,True,False,False,False,False,True,False,False
0,2.036739816658079,1,-0.26798518189719056,1.9598849122196575,-0.28356232129873415,5.69529528527411,-0.2197831000479642,0,True,False,False,True,False,False,False,False,False,False,False
0,0.29353534022764016,0,-0.333085499564472,0.5229796181156254,0.336831584310625,2.6870218019313024,-0.09281312756958622,0,True,False,False,True,False,False,False,False,False,False,False
0,-0.8918437037450582,0,0.1256446458584645,-0.23714516241127864,-0.03105698505341547,0.23136087223268473,-0.2612246882874348,1,False,False,False,True,False,False,False,False,True,False,False
0,1.0605453098570332,0,-0.333085499564472,0.02166071916960461,-0.28356232129873415,-0.01207295364916088,-0.2629881601274122,1,False,False,True,False,False,False,False,False,True,False,False
0,-0.19456191317288268,0,-0.2694991427731738,0.683401665778352,-0.2785456589892245,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,True,False,False
1,-0.05510555505844758,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,0.4329916983420753,0,-0.333085499564472,0.21090860352172747,-0.2551345682115128,-0.07870630014966606,-0.2629881601274122,1,False,False,False,True,False,False,False,False,True,False,False
1,-1.0313000618594932,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,False,True,False,False,False,False,False,False
1,0.3632635192848577,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,True,False,False,False,False,False,False
0,1.1302734889142507,0,-0.2740410254011237,4.290391143694972,0.7013757121349924,-0.17288142987038005,-0.153652906048809,1,True,False,False,False,True,False,False,False,False,False,False
0,0.22380716117042262,0,-0.2225663556176919,-0.28101056606905545,1.594341603227709,-0.270610338071121,-0.1633520011686851,1,False,True,False,True,False,False,False,False,True,False,False
0,1.3394580260859035,0,0.7554523702675126,-0.28038391744537294,-0.17486797125935855,-0.270610338071121,-0.24182649804768258,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.05510555505844758,0,-0.3209738125566057,0.3293451933977249,-0.2634956720606956,-0.2688334488311075,-0.2568160086874911,1,False,False,False,True,False,False,False,False,True,False,False
0,0.15407898211320506,0,-0.2846387515330067,-0.28101056606905545,1.1813030730780816,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.12483373411566513,0,1.613868186950037,-0.2045594339797873,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,True,False,False,False,False,False,False,True,False,False
0,-0.33401827128731776,0,-0.333085499564472,-0.28038391744537294,-0.28356232129873415,-0.270610338071121,0.2986776209054125,0,False,False,False,False,False,False,False,False,True,False,False
1,1.1302734889142507,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,-2.007494568660539,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,-1.0313000618594932,0,0.29066638134064293,-0.28101056606905545,-0.2818901005288976,-0.270610338071121,0.3357105295449394,0,False,False,False,False,False,False,False,False,True,False,False
1,-1.9377663896033215,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,True,False,False,False
1,1.409186205143121,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,False,False,False,False,True,False,False,False
1,0.01462262399876997,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,False,False,False,False,True,False,False,False
0,-1.3102127780883635,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,True,False,False,False
1,-1.9377663896033215,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,True,False,False,False,False,True,False,False,False
0,-1.5193973152600162,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,True,False,False,False
0,-0.5432028084589704,0,1.150596158899151,-0.2797572688216904,-0.16817908818001237,-0.270610338071121,-0.2629881601274122,0,False,True,False,True,False,False,True,False,False,False,False
1,2.3156525328869493,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,False,True,False,False,False,False,False
0,-0.9615718828022758,0,-0.333085499564472,-0.1400146257404871,-0.28356232129873415,0.6160573926956013,-0.2629881601274122,0,False,False,False,True,False,False,False,False,True,False,False
0,0.3632635192848577,0,-0.2997783602928396,3.5246265255549254,-0.28356232129873415,1.006973025498565,0.026221221628893114,0,True,False,False,False,False,True,False,False,False,False,False
0,0.9908171307998157,0,1.3701204859167277,-0.28101056606905545,-0.05614029660096368,-0.22796499631079767,-0.2629881601274122,0,False,True,False,True,False,False,False,False,True,False,False
0,0.22380716117042262,0,-0.333085499564472,0.25164076406109165,-0.1481124389419738,0.11763996087182255,0.1364382116274851,0,False,False,False,True,False,False,False,False,False,True,False
0,1.269729847028686,0,-0.009097872104048204,-0.28101056606905545,2.0759411849406346,-0.270610338071121,0.8206652855387441,1,False,True,False,True,False,False,False,False,True,False,False
0,-1.868038210546104,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,-0.612930987516188,0,-0.333085499564472,-0.28101056606905545,2.6428240259152243,0.6089498357355474,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
1,-0.05510555505844758,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,False,False,False,True,False,False,False,False
0,-0.4037464503445353,0,0.8538598272064263,0.32307870716089965,-0.28356232129873415,0.5743004955552847,-0.2629881601274122,0,False,True,False,False,False,False,True,False,False,False,False
0,-0.9615718828022758,0,-0.333085499564472,0.027300556782747346,-0.20329572434657986,-0.25284144567098626,0.09058794378807083,0,False,False,False,False,False,False,False,False,True,False,False
0,-0.612930987516188,0,0.5056488257302699,-0.15881408445096287,-0.28356232129873415,2.0446763416664324,-0.2629881601274122,0,False,False,False,False,False,False,False,False,True,False,False
1,0.08435080305598752,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,False,False,False,False,False,False,True,False
1,-0.8221155246878407,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,1.1302734889142507,0,-0.333085499564472,-0.17824019178512118,-0.2083123866560895,1.9602741027657924,0.4908960514629569,0,True,False,False,True,True,False,False,False,False,False,False
1,1.8275552794864263,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
1,-1.7285818524316687,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,False,False,False,False,False,False,True,False
1,-0.5432028084589704,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,True,False,False,False,False,False,False,True,False
0,-0.5432028084589704,0,1.135456550139318,-0.28101056606905545,0.017437417271844412,-0.270610338071121,-0.20655706124813314,0,False,True,False,True,False,False,False,False,True,False,False
1,-0.6826591665734055,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,0.4329916983420753,0,0.8629435924623261,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,False,False,False,False,True,False,False,False
0,1.8972834585436438,0,-0.333085499564472,-0.21082592021661253,-0.28356232129873415,0.9545547929181676,-0.15100769828884278,0,False,False,False,True,False,False,False,True,False,False,False
0,-0.12483373411566513,0,-0.3270296560605388,-0.28101056606905545,-0.28021787975906104,3.889975817420423,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.26429009223010025,0,-0.333085499564472,-0.28101056606905545,2.957201530644495,-0.270610338071121,-0.2621064242074235,1,False,False,False,True,False,False,False,False,True,False,False
0,-1.868038210546104,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,False,False,False,False,False,False,False
1,0.6421762355137279,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,False,False,False,False,False,False,False
0,-0.12483373411566513,0,0.08930958483486555,0.09811185125887278,5.358510556129777,-0.01651517674919456,-0.26034295236744603,1,True,False,False,True,False,False,False,False,False,False,False
1,0.5027198773992928,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,True,False,False,False,False,False,False,True,False
0,-0.4734746294017529,0,-0.26495726014522397,0.40579632548699307,-0.036073647362925114,0.9527779036781541,-0.2621064242074235,0,False,False,False,True,False,False,False,False,True,False,False
0,2.3156525328869493,0,-0.333085499564472,0.08996541915099995,-0.28356232129873415,-0.2555067795310065,-0.24094476212769386,0,False,False,False,True,False,False,False,False,True,False,False
1,-0.9615718828022758,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
1,0.29353534022764016,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,True,False,False,False
0,2.3156525328869493,0,-0.33157153868848865,-0.18513332664562898,0.04586517035906572,-0.270610338071121,0.14261036306740624,0,False,False,False,True,False,False,False,False,False,True,False
1,-2.007494568660539,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,True,False,False,False,False,False,False,True,False
0,-0.752387345630623,0,-0.33157153868848865,-0.11933522115896375,0.4622481420483661,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,-0.5432028084589704,0,2.613082365099008,-0.257824566992802,-0.28356232129873415,-0.270610338071121,-0.24182649804768258,0,False,False,False,False,False,False,False,False,True,False,False
0,-0.12483373411566513,0,0.867485475090276,-0.28101056606905545,-0.28021787975906104,-0.04583384920941684,-0.2629881601274122,0,False,True,False,True,False,False,False,True,False,False,False
0,0.9210889517425981,0,1.009797797432705,-0.28101056606905545,-0.2685123343702052,-0.2652796703510806,-0.2629881601274122,1,False,False,False,True,False,False,False,False,True,False,False
0,-0.6826591665734055,0,-0.04543293312764713,-0.28101056606905545,-0.2752012174495514,-0.26972189345111425,0.37715211778441,0,False,False,False,True,False,False,False,False,True,False,False
0,-0.8221155246878407,0,-0.3088621255487393,1.0756837042036134,-0.28356232129873415,-0.270610338071121,-0.21713789228799799,0,False,False,False,True,False,False,False,False,True,False,False
0,-1.0313000618594932,0,-0.333085499564472,-0.28038391744537294,-0.28356232129873415,-0.270610338071121,0.6742971228206139,0,False,False,False,True,False,False,False,False,True,False,False
0,0.5724480564565104,0,-0.2634432992692407,-0.2289987303034058,0.950536606840638,-0.270610338071121,-0.2524073290875474,0,False,True,True,False,False,False,True,False,False,False,False
0,0.9210889517425981,0,-0.33157153868848865,4.980957926993116,-0.28356232129873415,-0.270610338071121,0.1831702153868881,1,True,False,False,True,False,True,False,False,False,False,False
0,-0.12483373411566513,0,-0.11053325079492854,-0.28101056606905545,1.4187584223948713,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,-0.05510555505844758,0,-0.3118900473007059,-0.28101056606905545,1.881963575639595,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,0.6421762355137279,0,-0.333085499564472,3.378617396236897,-0.28356232129873415,0.014580384951041194,8.249290411443845,0,True,False,False,True,False,True,False,False,False,False,False
1,-1.101028240916711,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,0.9210889517425981,0,10.879308747967762,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,0,False,True,False,True,False,False,False,False,True,False,False
1,-1.868038210546104,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,-1.4496691362027987,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,True,False,False
0,-0.33401827128731776,0,0.7085195831120307,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.24799864948760372,1,False,False,False,True,False,False,False,False,False,True,False
1,0.7816325936281631,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,True,False,False,True,False,True,False,False,False,False,False
0,0.9908171307998157,0,-0.013639754731998069,-0.28101056606905545,-0.28356232129873415,0.2962173294931764,0.18934236682680924,0,False,False,False,True,False,False,False,False,True,False,False
1,1.1302734889142507,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,True,False,False,False,False,True,False,False,False
1,0.4329916983420753,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
1,-0.19456191317288268,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,-0.12483373411566513,0,-0.33157153868848865,0.15576352463766518,-0.23172347743380117,-0.10358274950985466,-0.2629881601274122,0,False,False,False,True,False,False,False,False,True,False,False
0,-0.6826591665734055,0,-0.333085499564472,-0.28101056606905545,0.8368255944917528,-0.26972189345111425,-0.23300913884779523,0,False,False,False,True,False,False,False,False,False,True,False
1,-2.007494568660539,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
1,-1.7983100314888865,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
0,1.7578271004292088,0,-0.333085499564472,0.475980971339436,-0.28356232129873415,-0.2679450042111008,0.2986776209054125,0,True,False,False,True,False,False,False,False,False,False,False
0,-0.19456191317288268,0,-0.333085499564472,0.2554006558031868,-0.2752012174495514,-0.24218011023090544,-0.2629881601274122,0,False,False,False,True,False,False,False,False,False,True,False
0,-0.19456191317288268,0,-0.333085499564472,1.480498715102525,1.3167529554348418,-0.270610338071121,-0.18627713508839222,1,False,False,False,True,False,False,False,False,False,True,False
0,-0.4037464503445353,0,0.1377563328663308,-0.013431603756616846,0.5960258036352899,-0.23773788713087177,-0.2629881601274122,0,False,False,True,False,False,False,False,False,True,False,False
0,-1.868038210546104,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,True,False,False,False,False,False,True,False
1,0.15407898211320506,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,True,False,True,False,False,False,False,False,True,False
0,-0.752387345630623,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,0.4667986965344697,-0.1827501914084373,0,False,False,False,True,False,False,False,False,True,False,False
0,-0.33401827128731776,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.24799864948760372,1,False,False,False,True,False,False,False,False,True,False,False
1,-1.379940957145581,0,-0.333085499564472,-0.28101056606905545,-0.28356232129873415,-0.270610338071121,-0.2629881601274122,1,False,False,False,False,False,False,False,False,False,True,False
